"centre_band","sea_state","no","species","trip","flightresponse","bin_resp"
75,4,2,"LN","28-Feb Flotta-Lyness",1,1
75,4,1,"TY","28-Feb Flotta-Lyness",0,0
250,4,7,"LN","28-Feb Flotta-Lyness",0,0
25,4,1,"TY","28-Feb Flotta-Lyness",0,1
25,4,1,"TY","28-Feb Flotta-Lyness",0,1
25,1,1,"TY","28-Feb Lyness-Houton",0,0
250,4,43,"LN","28-Feb Lyness-Houton",0,0
150,4,65,"LN","28-Feb Lyness-Houton",1,1
150,4,4,"E","28-Feb Lyness-Houton",1,1
25,4,30,"LN","28-Feb Lyness-Houton",1,1
75,4,15,"LN","28-Feb Lyness-Houton",1,1
150,4,10,"LN","28-Feb Lyness-Houton",1,1
25,4,9,"LN","28-Feb Lyness-Houton",1,1
75,4,2,"LN","28-Feb Lyness-Houton",1,1
150,4,1,"ND","28-Feb Lyness-Houton",0,0
250,4,7,"E","28-Feb Lyness-Houton",0,0
25,4,2,"E","28-Feb Lyness-Houton",1,1
75,4,1,"E","28-Feb Lyness-Houton",1,1
75,4,2,"E","28-Feb Lyness-Houton",0,0
75,4,5,"LN","28-Feb Lyness-Houton",1,1
75,4,1,"ND","28-Feb Lyness-Houton",0,1
75,4,1,"ND","28-Feb Lyness-Houton",0,1
150,4,1,"E","28-Feb Lyness-Houton",0,0
75,4,1,"E","28-Feb Lyness-Houton",0,0
25,4,1,"TY","28-Feb Lyness-Houton",0,0
25,4,1,"TY","28-Feb Lyness-Houton",0,0
150,4,1,"E","28-Feb Lyness-Houton",0,0
150,4,1,"RM","28-Feb Lyness-Houton",1,1
25,4,1,"SA","28-Feb Lyness-Houton",0,0
25,4,1,"TY","28-Feb Lyness-Houton",1,1
75,4,1,"TY","28-Feb Lyness-Houton",0,0
25,4,2,"E","28-Feb Lyness-Houton",1,1
150,4,1,"E","28-Feb Lyness-Houton",0,0
150,4,1,"SA","28-Feb Lyness-Houton",0,1
75,4,1,"TY","28-Feb Lyness-Houton",0,0
75,4,3,"E","28-Feb Lyness-Houton",0,0
75,4,2,"E","28-Feb Lyness-Houton",1,1
75,3,2,"E","28-Feb Lyness-Houton",0,0
150,3,2,"ND","28-Feb Lyness-Houton",0,1
150,3,2,"ND","28-Feb Lyness-Houton",0,0
75,3,2,"E","28-Feb Lyness-Houton",0,0
250,3,3,"BV","28-Feb Lyness-Houton",0,0
25,3,1,"ND","28-Feb Lyness-Houton",0,1
250,3,1,"E","28-Feb Lyness-Houton",1,1
150,3,1,"TY","28-Feb Lyness-Houton",0,0
250,3,3,"BV","28-Feb Lyness-Houton",0,0
25,3,1,"SA","28-Feb Lyness-Houton",1,1
150,3,1,"SA","28-Feb Lyness-Houton",0,0
25,3,1,"SA","28-Feb Lyness-Houton",1,1
150,3,1,"TY","28-Feb Lyness-Houton",0,0
75,3,1,"TY","28-Feb Lyness-Houton",0,0
250,3,1,"TY","28-Feb Lyness-Houton",0,0
25,2,1,"TY","28-Feb Lyness-Houton",0,0
250,2,1,"SA","28-Feb Lyness-Houton",0,0
75,2,1,"TY","28-Feb Lyness-Houton",0,0
250,2,1,"E","28-Feb Lyness-Houton",0,1
75,2,1,"LN","28-Feb Lyness-Houton",0,1
75,2,1,"RM","28-Feb Lyness-Houton",0,1
25,2,1,"TY","28-Feb Lyness-Houton",0,0
25,2,2,"TY","28-Feb Lyness-Houton",0,0
75,2,2,"TY","28-Feb Lyness-Houton",0,0
25,1,1,"SA","28-Feb Lyness-Houton",0,0
25,1,1,"SA","28-Feb Lyness-Houton",0,0
75,1,1,"SZ","28-Feb Lyness-Houton",0,1
25,1,1,"LN","28-Feb Lyness-Houton",0,1
75,1,2,"LN","28-Feb Lyness-Houton",0,1
150,1,1,"SZ","28-Feb Lyness-Houton",0,1
250,1,2,"RM","28-Feb Lyness-Houton",0,0
25,1,1,"TY","28-Feb Lyness-Houton",0,0
25,1,1,"SA","01-Mar Tingwall-Rousay",0,0
150,1,1,"TY","01-Mar Tingwall-Rousay",0,0
150,2,1,"SA","01-Mar Tingwall-Rousay",0,0
25,2,2,"E","01-Mar Tingwall-Rousay",0,0
25,2,15,"E","01-Mar Tingwall-Rousay",0,1
75,2,1,"E","01-Mar Tingwall-Rousay",0,0
25,2,12,"E","01-Mar Tingwall-Rousay",1,1
25,2,3,"E","01-Mar Tingwall-Rousay",0,0
75,2,2,"E","01-Mar Tingwall-Rousay",0,0
250,2,15,"SA","01-Mar Tingwall-Rousay",0,0
75,2,25,"SA","01-Mar Tingwall-Rousay",0,1
25,2,2,"RH","01-Mar Tingwall-Rousay",1,1
25,2,6,"SA","01-Mar Tingwall-Rousay",0,1
75,2,6,"SA","01-Mar Tingwall-Rousay",0,0
250,2,2,"SA","01-Mar Tingwall-Rousay",0,0
75,2,1,"SA","01-Mar Tingwall-Rousay",0,1
250,2,1,"SA","01-Mar Tingwall-Rousay",0,0
25,2,4,"SA","01-Mar Tingwall-Rousay",0,1
75,2,1,"SA","01-Mar Tingwall-Rousay",0,0
25,2,1,"SA","01-Mar Tingwall-Rousay",0,1
250,2,1,"SA","01-Mar Tingwall-Rousay",0,0
25,2,1,"SA","01-Mar Tingwall-Rousay",1,1
25,2,1,"TY","01-Mar Tingwall-Rousay",1,1
25,2,2,"TY","01-Mar Tingwall-Rousay",1,1
25,2,1,"SA","01-Mar Tingwall-Rousay",0,1
75,2,1,"SA","01-Mar Tingwall-Rousay",0,0
250,2,1,"TY","01-Mar Tingwall-Rousay",0,0
75,2,1,"SA","01-Mar Tingwall-Rousay",0,1
25,2,3,"TY","01-Mar Tingwall-Rousay",0,1
25,1,1,"SA","01-Mar Tingwall-Rousay",0,1
250,1,1,"SA","01-Mar Tingwall-Rousay",0,0
250,1,1,"SA","01-Mar Tingwall-Rousay",0,0
250,1,1,"SA","01-Mar Tingwall-Rousay",0,0
25,1,2,"TY","01-Mar Tingwall-Rousay",0,0
25,1,1,"SA","01-Mar Tingwall-Rousay",0,1
250,1,1,"TY","01-Mar Tingwall-Rousay",0,0
150,1,3,"LN","01-Mar Tingwall-Rousay",1,1
25,1,3,"LN","01-Mar Tingwall-Rousay",1,1
75,1,1,"E","01-Mar Tingwall-Rousay",0,1
25,1,1,"LN","01-Mar Tingwall-Rousay",1,1
25,1,2,"LN","01-Mar Tingwall-Rousay",1,1
25,1,1,"SA","01-Mar Tingwall-Rousay",1,1
25,1,30,"E","01-Mar Tingwall-Rousay",1,1
150,1,20,"E","01-Mar Tingwall-Rousay",0,1
150,1,9,"E","01-Mar Tingwall-Rousay",0,0
250,1,20,"E","01-Mar Tingwall-Rousay",0,1
75,1,12,"E","01-Mar Tingwall-Rousay",0,0
250,1,14,"E","01-Mar Tingwall-Rousay",0,0
25,1,1,"TY","01-Mar Tingwall-Rousay",0,1
150,1,2,"E","01-Mar Tingwall-Rousay",0,0
75,1,1,"LN","01-Mar Tingwall-Rousay",0,1
150,1,1,"TY","01-Mar Tingwall-Rousay",0,0
25,1,1,"TY","01-Mar Rousay-Wyre",0,0
75,1,1,"TY","01-Mar Rousay-Wyre",0,0
250,1,8,"E","01-Mar Rousay-Wyre",0,0
150,1,1,"ND","01-Mar Rousay-Wyre",0,1
150,1,4,"LN","01-Mar Rousay-Wyre",0,0
75,1,1,"TY","01-Mar Rousay-Wyre",0,0
75,1,1,"TY","01-Mar Rousay-Wyre",0,0
75,1,1,"TY","01-Mar Wyre-Rousay",0,0
250,1,4,"E","01-Mar Wyre-Rousay",0,0
75,1,2,"LN","01-Mar Wyre-Rousay",0,0
25,1,1,"LN","01-Mar Wyre-Rousay",1,1
25,1,3,"LN","01-Mar Wyre-Rousay",1,1
250,1,1,"E","01-Mar Wyre-Rousay",0,0
75,1,1,"RM","01-Mar Wyre-Rousay",1,1
250,1,1,"E","01-Mar Wyre-Rousay",0,0
25,1,1,"TY","01-Mar Rousay-Egilsay",0,0
25,1,1,"TY","01-Mar Rousay-Egilsay",0,0
25,1,1,"E","01-Mar Rousay-Egilsay",0,1
250,1,5,"E","01-Mar Rousay-Egilsay",0,0
75,1,2,"E","01-Mar Rousay-Egilsay",0,1
75,1,1,"TY","01-Mar Rousay-Egilsay",0,0
25,1,1,"E","01-Mar Rousay-Egilsay",0,1
75,1,5,"E","01-Mar Rousay-Egilsay",0,0
150,1,2,"TY","01-Mar Rousay-Egilsay",0,0
250,1,1,"TY","01-Mar Rousay-Egilsay",0,0
25,1,4,"E","01-Mar Rousay-Egilsay",0,1
150,1,12,"E","01-Mar Rousay-Egilsay",0,0
75,1,2,"E","01-Mar Rousay-Egilsay",0,1
25,1,4,"LN","01-Mar Rousay-Egilsay",1,1
150,1,1,"SA","01-Mar Rousay-Egilsay",0,0
75,1,2,"LN","01-Mar Rousay-Egilsay",1,1
25,1,1,"TY","01-Mar Rousay-Egilsay",0,0
150,1,1,"LN","01-Mar Rousay-Egilsay",0,1
25,1,1,"TY","01-Mar Rousay-Egilsay",0,1
250,1,1,"ND","01-Mar Rousay-Egilsay",0,0
25,1,2,"TY","01-Mar Rousay-Egilsay",0,0
250,1,1,"TY","01-Mar Rousay-Egilsay",0,0
150,2,1,"ND","01-Mar Rousay-Egilsay",0,0
250,2,1,"TY","01-Mar Rousay-Egilsay",0,0
150,2,1,"TY","01-Mar Rousay-Egilsay",0,0
75,3,1,"TY","01-Mar Rousay-Egilsay",0,1
150,3,1,"RH","01-Mar Rousay-Egilsay",0,0
250,3,1,"E","01-Mar Rousay-Egilsay",1,1
25,3,1,"TY","01-Mar Rousay-Egilsay",0,0
75,2,1,"SA","01-Mar Egilsay-Wyre",1,1
250,2,1,"TY","01-Mar Egilsay-Wyre",0,0
250,2,15,"E","01-Mar Egilsay-Wyre",0,0
150,2,1,"TY","01-Mar Egilsay-Wyre",0,0
150,2,2,"E","01-Mar Egilsay-Wyre",0,0
150,2,1,"SA","01-Mar Egilsay-Wyre",1,1
250,2,1,"SA","01-Mar Egilsay-Wyre",0,0
150,2,1,"TY","01-Mar Egilsay-Wyre",0,0
150,2,1,"RH","01-Mar Egilsay-Wyre",0,1
150,2,6,"LN","01-Mar Egilsay-Wyre",0,0
250,2,7,"E","01-Mar Egilsay-Wyre",0,0
150,2,2,"LN","01-Mar Egilsay-Wyre",1,1
250,2,1,"TY","01-Mar Egilsay-Wyre",0,0
250,2,2,"LN","01-Mar Egilsay-Wyre",0,0
75,2,1,"LN","01-Mar Egilsay-Wyre",1,1
25,2,2,"LN","01-Mar Egilsay-Wyre",1,1
250,2,1,"RH","01-Mar Egilsay-Wyre",1,1
25,2,3,"E","01-Mar Egilsay-Wyre",0,0
250,2,1,"E","01-Mar Egilsay-Wyre",0,0
25,2,1,"TY","01-Mar Egilsay-Wyre",0,0
25,2,2,"E","01-Mar Egilsay-Wyre",0,1
75,2,2,"E","01-Mar Egilsay-Wyre",0,1
250,2,7,"E","01-Mar Egilsay-Wyre",0,0
25,2,1,"LN","01-Mar Egilsay-Wyre",1,1
25,2,2,"E","01-Mar Egilsay-Wyre",0,1
25,2,2,"LN","01-Mar Egilsay-Wyre",0,1
25,2,1,"SA","01-Mar Egilsay-Wyre",0,1
250,2,1,"ND","01-Mar Wyre-Rousay",0,0
25,2,1,"E","01-Mar Wyre-Rousay",0,1
25,2,2,"E","01-Mar Wyre-Rousay",1,1
25,2,1,"LN","01-Mar Wyre-Rousay",0,1
25,2,1,"LN","01-Mar Wyre-Rousay",0,1
25,2,1,"LN","01-Mar Wyre-Rousay",0,1
250,2,1,"ND","01-Mar Wyre-Rousay",0,0
25,2,2,"LN","01-Mar Wyre-Rousay",1,1
150,2,5,"E","01-Mar Wyre-Rousay",0,0
250,2,2,"RM","01-Mar Wyre-Rousay",0,0
75,2,1,"TY","01-Mar Wyre-Rousay",0,0
150,1,2,"RM","01-Mar Rousay-Tingwall",0,0
25,1,5,"E","01-Mar Rousay-Tingwall",1,1
75,1,1,"TY","01-Mar Rousay-Tingwall",0,0
25,1,5,"E","01-Mar Rousay-Tingwall",0,1
75,1,2,"E","01-Mar Rousay-Tingwall",0,1
75,1,2,"E","01-Mar Rousay-Tingwall",0,0
75,1,2,"RH","01-Mar Rousay-Tingwall",0,1
75,1,1,"TY","01-Mar Rousay-Tingwall",0,1
25,1,3,"E","01-Mar Rousay-Tingwall",0,0
25,1,4,"E","01-Mar Rousay-Tingwall",0,1
250,1,4,"E","01-Mar Rousay-Tingwall",0,0
250,1,15,"E","01-Mar Rousay-Tingwall",0,0
75,1,2,"E","01-Mar Rousay-Tingwall",0,1
75,1,7,"E","01-Mar Rousay-Tingwall",0,0
75,1,5,"E","01-Mar Rousay-Tingwall",0,0
250,1,2,"LN","01-Mar Rousay-Tingwall",0,0
150,1,42,"E","01-Mar Rousay-Tingwall",0,0
150,1,2,"LN","01-Mar Rousay-Tingwall",0,0
25,1,1,"ND","01-Mar Rousay-Tingwall",1,1
150,1,2,"SA","01-Mar Rousay-Tingwall",0,0
250,1,1,"TY","01-Mar Rousay-Tingwall",0,0
250,1,1,"SA","01-Mar Rousay-Tingwall",0,0
75,1,1,"SA","01-Mar Rousay-Tingwall",0,1
150,1,1,"SA","01-Mar Rousay-Tingwall",1,1
25,1,1,"SA","01-Mar Rousay-Tingwall",1,1
250,1,1,"SA","01-Mar Rousay-Tingwall",0,0
75,1,1,"SA","01-Mar Rousay-Tingwall",0,1
150,1,1,"TY","01-Mar Rousay-Tingwall",0,0
75,1,2,"SA","01-Mar Rousay-Tingwall",0,0
75,1,1,"SA","01-Mar Rousay-Tingwall",0,0
25,1,2,"TY","01-Mar Rousay-Tingwall",0,0
75,1,2,"LN","01-Mar Rousay-Tingwall",0,0
25,1,5,"SA","01-Mar Rousay-Tingwall",0,1
25,1,2,"SA","01-Mar Rousay-Tingwall",1,1
150,1,1,"SA","01-Mar Rousay-Tingwall",0,0
75,1,1,"SA","01-Mar Rousay-Tingwall",0,0
25,1,2,"E","01-Mar Rousay-Tingwall",0,1
75,1,3,"E","01-Mar Rousay-Tingwall",0,0
250,1,10,"E","01-Mar Rousay-Tingwall",0,0
250,1,2,"E","01-Mar Rousay-Tingwall",0,0
150,1,1,"SA","01-Mar Rousay-Tingwall",1,1
150,1,1,"TY","01-Mar Rousay-Tingwall",0,0
250,1,1,"TY","01-Mar Tingwall-Rousay",0,0
75,2,1,"TY","01-Mar Tingwall-Rousay",0,0
150,2,2,"E","01-Mar Tingwall-Rousay",0,0
250,2,1,"E","01-Mar Tingwall-Rousay",0,0
150,2,8,"E","01-Mar Tingwall-Rousay",0,0
75,2,2,"E","01-Mar Tingwall-Rousay",0,0
75,2,2,"E","01-Mar Tingwall-Rousay",0,0
75,2,1,"E","01-Mar Tingwall-Rousay",0,1
150,2,2,"LN","01-Mar Tingwall-Rousay",0,0
75,2,2,"LN","01-Mar Tingwall-Rousay",0,1
250,2,2,"TY","01-Mar Tingwall-Rousay",0,0
150,2,3,"SA","01-Mar Tingwall-Rousay",0,0
150,2,1,"SA","01-Mar Tingwall-Rousay",0,0
250,2,1,"SA","01-Mar Tingwall-Rousay",0,0
75,2,4,"SA","01-Mar Tingwall-Rousay",1,1
150,2,1,"TY","01-Mar Tingwall-Rousay",0,0
75,2,1,"TY","01-Mar Tingwall-Rousay",0,0
25,2,1,"SA","01-Mar Tingwall-Rousay",1,1
150,2,3,"SA","01-Mar Tingwall-Rousay",0,0
250,2,9,"SA","01-Mar Tingwall-Rousay",0,0
250,2,1,"SA","01-Mar Tingwall-Rousay",1,1
150,2,3,"E","01-Mar Tingwall-Rousay",0,0
250,2,6,"E","01-Mar Tingwall-Rousay",0,0
75,2,1,"SA","01-Mar Tingwall-Rousay",1,1
25,2,1,"TY","01-Mar Tingwall-Rousay",0,0
250,2,1,"RH","01-Mar Tingwall-Rousay",0,1
25,2,1,"SA","01-Mar Tingwall-Rousay",1,1
25,2,1,"TY","01-Mar Tingwall-Rousay",0,0
75,2,2,"LN","01-Mar Tingwall-Rousay",1,1
25,2,1,"SA","01-Mar Tingwall-Rousay",1,1
75,2,1,"SA","01-Mar Tingwall-Rousay",0,0
75,2,1,"TY","01-Mar Tingwall-Rousay",0,0
75,2,1,"TY","01-Mar Tingwall-Rousay",0,0
75,2,1,"SA","01-Mar Tingwall-Rousay",0,0
25,2,1,"TY","01-Mar Tingwall-Rousay",1,1
75,2,2,"TY","01-Mar Tingwall-Rousay",1,1
75,2,1,"SA","01-Mar Tingwall-Rousay",0,0
75,2,1,"SA","01-Mar Tingwall-Rousay",0,0
150,2,1,"TY","01-Mar Tingwall-Rousay",0,0
75,2,1,"SA","01-Mar Tingwall-Rousay",1,1
25,2,1,"TY","01-Mar Tingwall-Rousay",1,1
75,2,1,"TY","01-Mar Tingwall-Rousay",1,1
75,2,1,"LN","01-Mar Tingwall-Rousay",1,1
150,2,1,"TY","01-Mar Tingwall-Rousay",0,0
250,2,3,"E","01-Mar Tingwall-Rousay",0,0
250,2,1,"SA","01-Mar Tingwall-Rousay",0,0
25,2,3,"E","01-Mar Tingwall-Rousay",0,1
150,2,4,"E","01-Mar Tingwall-Rousay",0,0
250,2,21,"E","01-Mar Tingwall-Rousay",0,0
250,2,15,"E","01-Mar Tingwall-Rousay",0,0
75,2,2,"E","01-Mar Tingwall-Rousay",0,0
75,2,2,"LN","01-Mar Tingwall-Rousay",1,1
75,2,4,"LN","01-Mar Tingwall-Rousay",0,0
150,2,1,"SA","01-Mar Tingwall-Rousay",1,1
25,2,10,"E","01-Mar Tingwall-Rousay",0,1
25,2,2,"E","01-Mar Tingwall-Rousay",1,1
25,2,1,"E","01-Mar Tingwall-Rousay",0,1
150,2,8,"E","01-Mar Tingwall-Rousay",0,0
25,2,12,"E","01-Mar Tingwall-Rousay",0,1
25,2,8,"E","01-Mar Tingwall-Rousay",0,1
25,2,1,"E","01-Mar Tingwall-Rousay",1,1
250,2,1,"E","01-Mar Tingwall-Rousay",0,0
25,2,2,"LN","01-Mar Tingwall-Rousay",1,1
25,2,2,"E","01-Mar Tingwall-Rousay",0,1
250,2,1,"E","01-Mar Tingwall-Rousay",0,0
250,2,2,"LN","01-Mar Tingwall-Rousay",0,0
150,2,1,"TY","01-Mar Tingwall-Rousay",0,0
250,2,1,"TY","01-Mar Tingwall-Rousay",0,0
250,2,1,"E","01-Mar Tingwall-Rousay",0,0
75,2,1,"TY","01-Mar Tingwall-Rousay",0,0
25,3,2,"E","01-Mar Tingwall-Rousay",1,1
250,3,2,"RM","01-Mar Tingwall-Rousay",0,0
150,3,1,"SA","01-Mar Tingwall-Rousay",0,0
250,3,1,"SA","01-Mar Tingwall-Rousay",0,0
250,4,2,"RM","01-Mar Rousay-Tingwall",0,0
150,4,2,"RM","01-Mar Rousay-Tingwall",0,0
250,4,2,"SA","01-Mar Rousay-Tingwall",0,0
25,4,2,"E","01-Mar Rousay-Tingwall",1,1
150,4,2,"E","01-Mar Rousay-Tingwall",0,0
150,4,2,"E","01-Mar Rousay-Tingwall",0,0
75,4,2,"E","01-Mar Rousay-Tingwall",0,0
75,4,2,"E","01-Mar Rousay-Tingwall",0,0
75,4,1,"TY","01-Mar Rousay-Tingwall",0,0
25,4,2,"E","01-Mar Rousay-Tingwall",0,0
75,4,1,"E","01-Mar Rousay-Tingwall",1,1
25,4,6,"E","01-Mar Rousay-Tingwall",1,1
150,4,2,"E","01-Mar Rousay-Tingwall",0,0
75,4,1,"RH","01-Mar Rousay-Tingwall",1,1
75,4,7,"E","01-Mar Rousay-Tingwall",0,1
150,4,4,"LN","01-Mar Rousay-Tingwall",1,1
150,4,15,"E","01-Mar Rousay-Tingwall",0,0
150,4,2,"E","01-Mar Rousay-Tingwall",0,0
250,4,3,"E","01-Mar Rousay-Tingwall",0,0
75,4,3,"LN","01-Mar Rousay-Tingwall",0,0
150,4,2,"E","01-Mar Rousay-Tingwall",0,0
75,4,2,"E","01-Mar Rousay-Tingwall",0,0
25,4,1,"SA","01-Mar Rousay-Tingwall",1,1
75,4,1,"SA","01-Mar Rousay-Tingwall",0,1
75,4,2,"TY","01-Mar Rousay-Tingwall",0,0
25,4,1,"TY","01-Mar Rousay-Tingwall",0,1
250,4,1,"SA","01-Mar Rousay-Tingwall",0,0
25,4,1,"TY","01-Mar Rousay-Tingwall",0,0
150,4,1,"LN","01-Mar Rousay-Tingwall",0,0
25,4,1,"TY","01-Mar Rousay-Tingwall",0,0
150,4,1,"SA","01-Mar Rousay-Tingwall",0,0
75,4,1,"SA","01-Mar Rousay-Tingwall",0,0
150,4,1,"TY","01-Mar Rousay-Tingwall",0,0
75,4,1,"SA","01-Mar Rousay-Tingwall",0,0
25,4,2,"RH","01-Mar Rousay-Tingwall",1,1
25,4,3,"SA","01-Mar Rousay-Tingwall",0,0
25,4,2,"SA","01-Mar Rousay-Tingwall",1,1
25,4,3,"SA","01-Mar Rousay-Tingwall",1,1
25,4,4,"SA","01-Mar Rousay-Tingwall",0,0
25,4,7,"SA","01-Mar Rousay-Tingwall",0,1
25,4,1,"SA","01-Mar Rousay-Tingwall",0,0
75,4,1,"SA","01-Mar Rousay-Tingwall",0,0
75,4,3,"E","01-Mar Rousay-Tingwall",0,1
75,4,1,"E","01-Mar Rousay-Tingwall",0,0
75,4,4,"E","01-Mar Rousay-Tingwall",0,0
25,4,1,"SA","01-Mar Rousay-Tingwall",0,1
75,4,3,"SA","01-Mar Rousay-Tingwall",0,1
25,4,2,"E","01-Mar Rousay-Tingwall",0,0
150,4,6,"E","01-Mar Rousay-Tingwall",0,0
25,4,1,"E","01-Mar Rousay-Tingwall",1,1
25,4,1,"E","01-Mar Rousay-Tingwall",0,1
250,4,11,"E","01-Mar Rousay-Tingwall",0,0
250,4,2,"E","01-Mar Rousay-Tingwall",0,0
250,4,1,"SA","01-Mar Rousay-Tingwall",0,0
75,4,1,"TY","01-Mar Rousay-Tingwall",0,0
150,4,1,"TY","01-Mar Rousay-Tingwall",0,0
25,4,1,"SA","01-Mar Rousay-Tingwall",0,0
250,4,1,"SA","01-Mar Rousay-Tingwall",0,0
150,1,2,"LN","03-Mar Houton-Lyness",0,1
250,1,2,"LN","03-Mar Houton-Lyness",0,0
250,1,2,"SZ","03-Mar Houton-Lyness",0,0
25,1,1,"TY","03-Mar Houton-Lyness",0,0
250,1,2,"LN","03-Mar Houton-Lyness",0,0
150,1,1,"TY","03-Mar Houton-Lyness",0,1
150,1,1,"SA","03-Mar Houton-Lyness",0,1
250,1,2,"E","03-Mar Houton-Lyness",0,0
150,1,1,"SA","03-Mar Houton-Lyness",0,0
250,1,1,"TY","03-Mar Houton-Lyness",0,0
25,1,1,"TY","03-Mar Houton-Lyness",0,0
25,1,1,"TY","03-Mar Houton-Lyness",0,1
150,1,1,"ND","03-Mar Houton-Lyness",0,1
75,1,1,"TY","03-Mar Houton-Lyness",0,0
75,1,1,"TY","03-Mar Houton-Lyness",0,0
25,1,1,"TY","03-Mar Houton-Lyness",1,1
25,1,2,"TY","03-Mar Houton-Lyness",0,0
25,1,1,"TY","03-Mar Houton-Lyness",0,1
75,1,1,"TY","03-Mar Houton-Lyness",0,0
25,1,1,"TY","03-Mar Houton-Lyness",0,0
150,1,1,"TY","03-Mar Houton-Lyness",0,0
250,1,5,"ND","03-Mar Houton-Lyness",0,1
25,1,1,"TY","03-Mar Houton-Lyness",0,0
150,1,1,"ND","03-Mar Houton-Lyness",0,1
250,1,2,"ND","03-Mar Houton-Lyness",0,1
250,1,3,"ND","03-Mar Houton-Lyness",0,0
75,1,5,"E","03-Mar Houton-Lyness",0,0
150,1,1,"ND","03-Mar Houton-Lyness",0,0
150,1,1,"TY","03-Mar Houton-Lyness",0,0
150,1,2,"E","03-Mar Houton-Lyness",0,0
250,1,6,"E","03-Mar Houton-Lyness",0,0
250,1,1,"RM","03-Mar Houton-Lyness",0,0
250,1,1,"SZ","03-Mar Houton-Lyness",0,0
150,1,2,"E","03-Mar Houton-Lyness",0,0
250,1,8,"E","03-Mar Houton-Lyness",0,0
150,1,1,"TY","03-Mar Houton-Lyness",0,0
250,1,1,"TY","03-Mar Houton-Lyness",0,0
75,1,1,"TY","03-Mar Houton-Lyness",0,0
150,1,15,"E","03-Mar Houton-Lyness",0,0
25,1,1,"TY","03-Mar Houton-Lyness",0,0
75,1,1,"TY","03-Mar Houton-Lyness",0,0
150,1,3,"E","03-Mar Houton-Lyness",0,0
250,1,3,"LN","03-Mar Houton-Lyness",0,0
25,1,1,"TY","03-Mar Houton-Lyness",0,0
75,1,1,"TY","03-Mar Houton-Lyness",0,1
250,1,2,"LN","03-Mar Houton-Lyness",0,0
75,1,2,"LN","03-Mar Houton-Lyness",0,1
25,1,1,"TY","03-Mar Houton-Lyness",0,1
150,1,1,"TY","03-Mar Houton-Lyness",0,0
75,1,1,"TY","03-Mar Houton-Lyness",0,0
150,1,1,"E","03-Mar Houton-Lyness",0,1
250,1,5,"LN","03-Mar Houton-Lyness",0,0
250,1,17,"LN","03-Mar Houton-Lyness",0,1
25,1,1,"TY","03-Mar Houton-Lyness",0,1
25,1,1,"TY","03-Mar Houton-Lyness",0,0
25,1,1,"TY","03-Mar Houton-Lyness",0,1
250,1,6,"E","03-Mar Houton-Lyness",0,0
75,1,3,"SA","03-Mar Houton-Lyness",0,0
75,1,2,"TY","03-Mar Houton-Lyness",0,1
75,1,1,"TY","03-Mar Houton-Lyness",0,0
150,1,1,"TY","03-Mar Houton-Lyness",0,0
250,1,25,"LN","03-Mar Lyness-Houton",0,0
250,1,2,"LN","03-Mar Lyness-Houton",0,0
150,1,1,"TY","03-Mar Lyness-Houton",0,0
75,1,1,"TY","03-Mar Lyness-Houton",0,1
250,1,4,"E","03-Mar Lyness-Houton",0,0
250,1,3,"E","03-Mar Lyness-Houton",0,0
150,1,2,"E","03-Mar Lyness-Houton",1,1
250,1,5,"LN","03-Mar Lyness-Houton",1,1
75,1,1,"TY","03-Mar Lyness-Houton",0,0
250,1,1,"E","03-Mar Lyness-Houton",0,0
150,1,1,"LN","03-Mar Lyness-Houton",0,1
250,1,10,"LN","03-Mar Lyness-Houton",0,0
250,1,12,"LN","03-Mar Lyness-Houton",0,0
250,1,1,"TY","03-Mar Lyness-Houton",0,0
250,1,3,"LN","03-Mar Lyness-Houton",0,0
25,1,1,"TY","03-Mar Lyness-Houton",0,1
25,1,1,"TY","03-Mar Lyness-Houton",1,1
75,1,1,"TY","03-Mar Lyness-Houton",1,1
150,2,4,"LN","03-Mar Lyness-Houton",1,1
150,2,2,"LN","03-Mar Lyness-Houton",0,1
250,2,1,"TY","03-Mar Lyness-Houton",0,0
25,2,2,"E","03-Mar Lyness-Houton",1,1
250,2,2,"E","03-Mar Lyness-Houton",0,0
250,2,2,"LN","03-Mar Lyness-Houton",0,0
250,2,7,"LN","03-Mar Lyness-Houton",1,1
25,2,1,"TY","03-Mar Lyness-Houton",0,1
250,2,4,"E","03-Mar Lyness-Houton",0,0
250,2,1,"ND","03-Mar Lyness-Houton",0,1
250,2,4,"E","03-Mar Lyness-Houton",0,0
250,2,2,"LN","03-Mar Lyness-Houton",0,1
150,2,1,"TY","03-Mar Lyness-Houton",0,0
250,2,2,"E","03-Mar Lyness-Houton",0,0
25,2,1,"TY","03-Mar Lyness-Houton",0,0
150,2,1,"E","03-Mar Lyness-Houton",0,0
150,2,1,"TY","03-Mar Lyness-Houton",0,0
75,2,3,"BV","03-Mar Lyness-Houton",0,1
25,2,1,"TY","03-Mar Lyness-Houton",0,0
75,2,1,"TY","03-Mar Lyness-Houton",1,1
75,2,1,"TY","03-Mar Lyness-Houton",0,0
150,2,5,"ND","03-Mar Lyness-Houton",0,1
25,2,1,"TY","03-Mar Lyness-Houton",0,0
250,2,1,"TY","03-Mar Lyness-Houton",0,0
25,2,1,"ND","03-Mar Lyness-Houton",0,1
75,2,1,"ND","03-Mar Lyness-Houton",0,1
